network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
1.20.168.0/22,1605239,1605651,,0,0,41000,17.1336,102.9675,1000
1.20.172.0/24,1611439,1605651,,0,0,24140,13.6000,101.0833,1000
1.20.173.0/24,1608534,1605651,,0,0,73140,13.8667,100.1917,1000
1.20.174.0/23,1608534,1605651,,0,0,73140,13.8667,100.1917,1000
1.20.176.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.184.0/24,1607017,1605651,,0,0,21130,12.7167,101.0667,1000
1.20.185.0/24,1609350,1605651,,0,0,10290,13.8594,100.4775,1000
1.20.186.0/23,1609350,1605651,,0,0,10290,13.8594,100.4775,1000
1.20.188.0/22,1609350,1605651,,0,0,10290,13.8594,100.4775,1000
1.20.192.0/24,1158432,1605651,,0,0,75110,13.4167,99.9500,100
1.20.193.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.194.0/23,1605279,1605651,,0,0,23000,12.2131,102.5776,200
1.20.196.0/23,1617580,1605651,,0,0,,14.7333,100.6833,100
1.20.198.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.200.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.201.0/25,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.201.128/25,1152473,1605651,,0,0,52130,18.1900,99.3928,1
1.20.202.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.204.0/22,1611439,1605651,,0,0,24140,13.6000,101.0833,100
1.20.208.0/22,1608534,1605651,,0,0,73110,13.7167,100.2167,20
1.20.212.0/22,1152473,1605651,,0,0,52000,18.2983,99.5072,1000
1.20.216.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.224.0/21,1606147,1605651,,0,0,90000,7.1988,100.5951,100
1.20.232.0/22,1606030,1605651,,0,0,,14.8818,103.4936,1000
1.20.236.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.240.0/22,1609350,1605651,,0,0,10250,13.8594,100.4775,20
1.20.244.0/24,1609350,1605651,,0,0,10520,13.7167,100.7833,100
1.20.245.0/24,1607017,1605651,,0,0,21140,12.9667,101.2167,100
1.20.246.0/23,1609350,1605651,,0,0,10520,13.7167,100.7833,100
1.20.248.0/22,1609350,1605651,,0,0,10400,13.7618,100.5324,20
1.20.252.0/23,1609350,1605651,,0,0,10400,13.7618,100.5324,20
1.20.254.0/23,1609350,1605651,,0,0,10250,13.8594,100.4775,20
1.21.0.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.8.0/22,1862415,1861060,,0,0,734-0001,34.3779,132.4763,500
1.21.12.0/23,1862415,1861060,,0,0,734-0001,34.3779,132.4763,500
1.21.14.0/24,1856950,1861060,,0,0,108-0073,35.6363,139.7303,500
1.21.15.0/24,1862415,1861060,,0,0,734-0001,34.3779,132.4763,500
1.21.16.0/22,1863967,1861060,,0,0,810-0045,33.5802,130.3742,200
1.21.20.0/22,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.24.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.32.0/20,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.48.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.56.0/21,1857910,1861060,,0,0,600-8083,34.9500,135.8167,500
1.21.64.0/20,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.80.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.88.0/21,11611632,1861060,,0,0,183-0031,35.6922,139.7178,10
1.21.96.0/25,1856057,1861060,,0,0,460-0008,35.1655,136.9045,50
1.21.96.128/25,1858665,1861060,,0,0,135-0023,35.6775,139.8016,50
1.21.97.0/24,1856057,1861060,,0,0,460-0008,35.1655,136.9045,50
1.21.98.0/23,1859779,1861060,,0,0,124-0001,35.7535,139.8216,10
1.21.100.0/22,10865975,1861060,,0,0,162-0824,35.7024,139.7430,20
1.21.104.0/23,1848354,1861060,,0,0,221-0073,35.4865,139.6362,1000
1.21.106.0/23,9290081,1861060,,0,0,666-0202,34.9815,135.3317,1
1.21.108.0/23,1850147,1861060,,0,0,102-0082,35.6882,139.7532,20
1.21.110.0/24,1859924,1861060,,0,0,277-0803,35.9149,139.9553,20
1.21.111.0/24,1850147,1861060,,0,0,102-0082,35.6882,139.7532,20
1.21.112.0/24,1850147,1861060,,0,0,102-0082,35.6882,139.7532,200
1.21.113.0/25,1848354,1861060,,0,0,230-0062,35.5121,139.6759,200
1.21.113.128/25,1850147,1861060,,0,0,102-0082,35.6882,139.7532,200
1.21.114.0/23,1850147,1861060,,0,0,102-0082,35.6882,139.7532,200
1.21.116.0/24,1850147,1861060,,0,0,102-0082,35.6882,139.7532,1
1.21.117.0/24,1859884,1861060,,0,0,344-0021,35.9482,139.7650,50
1.21.118.0/23,6940394,1861060,,0,0,330-0073,35.8725,139.6516,50
1.21.120.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.128.0/24,1850147,1861060,,0,0,103-0012,35.6882,139.7802,200
1.21.129.0/25,1850147,1861060,,0,0,103-0012,35.6882,139.7802,200
1.21.129.128/25,1907299,1861060,,0,0,351-0023,35.8034,139.5890,200
1.21.130.0/24,11611609,1861060,,0,0,252-0242,35.5653,139.3655,200
1.21.131.0/24,6822159,1861060,,0,0,356-0056,35.8556,139.5207,200
1.21.132.0/24,1857553,1861060,,0,0,270-0006,35.8379,139.9191,200
1.21.133.0/24,1857910,1861060,,0,0,600-8083,34.9500,135.8167,200
1.21.134.0/24,1850147,1861060,,0,0,103-0012,35.6882,139.7802,200
1.21.135.0/25,1850147,1861060,,0,0,103-0012,35.6882,139.7802,200
1.21.135.128/25,1853909,1861060,,0,0,556-0016,34.6622,135.4960,200
1.21.136.0/23,6822096,1861060,,0,0,312-0057,36.4090,140.5406,100
1.21.138.0/24,7417702,1861060,,0,0,511-0204,34.6567,136.4381,200
1.21.139.0/24,1859730,1861060,,0,0,332-0016,35.8063,139.7198,200
1.21.140.0/22,1857140,1861060,,0,0,116-0003,35.7350,139.7981,50
1.21.144.0/24,1863966,1861060,,0,0,490-1400,34.9000,137.1500,100
1.21.145.0/24,1865294,1861060,,0,0,444-0000,34.9500,137.0833,100
1.21.146.0/23,1863966,1861060,,0,0,490-1400,34.9000,137.1500,100
1.21.148.0/22,1865750,1861060,,0,0,120-0015,35.7632,139.8076,50
1.21.152.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.160.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.168.0/23,1848354,1861060,,0,0,222-0032,35.5141,139.6237,20
1.21.170.0/25,6822134,1861060,,0,0,205-0023,35.6868,139.6620,20
1.21.170.128/25,1857871,1861060,,0,0,194-0013,35.5418,139.4509,20
1.21.171.0/24,1848354,1861060,,0,0,222-0032,35.5141,139.6237,20
1.21.172.0/23,1850147,1861060,,0,0,104-0041,35.6725,139.7737,5
1.21.174.0/23,11790394,1861060,,0,0,178-0063,35.7468,139.5863,20
1.21.176.0/20,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.192.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.200.0/23,1851259,1861060,,0,0,454-0842,34.6500,137.2000,500
1.21.202.0/24,1848354,1861060,,0,0,231-0013,35.4393,139.6061,500
1.21.203.0/24,1849845,1861060,,0,0,463-0000,34.8167,137.4000,500
1.21.204.0/22,1851259,1861060,,0,0,454-0842,34.6500,137.2000,500
1.21.208.0/20,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.224.0/19,1861060,1861060,,0,0,,35.6900,139.6900,500
1.22.0.0/21,1278994,1269750,,0,0,211002,25.4500,81.8500,1000
1.22.8.0/22,1275339,1269750,,0,0,400002,18.9721,72.8246,1
1.22.12.0/22,1279233,1269750,,0,0,380006,23.0358,72.6194,20
1.22.16.0/21,1253102,1269750,,0,0,530009,17.7000,83.3000,1
1.22.24.0/22,1270642,1269750,,0,0,122001,28.4666,77.0309,1000
1.22.28.0/23,1270642,1269750,,0,0,122001,28.4666,77.0309,1000
1.22.30.0/24,1270642,1269750,,0,0,122001,28.4666,77.0309,1000
1.22.31.0/24,1254661,1269750,,0,0,400607,19.2000,72.9667,1000
1.22.32.0/22,1273294,1269750,,0,0,110007,28.6690,77.2220,20
1.22.36.0/23,1271951,1269750,,0,0,121003,28.4333,77.3167,20
1.22.38.0/24,1271951,1269750,,0,0,121003,28.4333,77.3167,20
1.22.39.0/25,1270642,1269750,,0,0,122001,28.4666,77.0309,20
1.22.39.128/25,1271951,1269750,,0,0,121003,28.4333,77.3167,20
1.22.40.0/23,1253405,1269750,,0,0,221010,25.3333,83.0000,1000
1.22.42.0/24,1275339,1269750,,0,0,400002,18.9721,72.8246,1000
1.22.43.0/24,1254661,1269750,,0,0,400607,19.2000,72.9667,20
1.22.44.0/24,1275339,1269750,,0,0,400026,18.9721,72.8246,500
1.22.45.0/24,1264527,1269750,,0,0,600012,13.0843,80.2805,500
1.22.46.0/23,1264527,1269750,,0,0,600012,13.0843,80.2805,500
1.22.48.0/23,1277333,1269750,,0,0,560004,12.9833,77.5833,1000
1.22.50.0/23,1275339,1269750,,0,0,400002,18.9721,72.8246,100
1.22.52.0/22,1275339,1269750,,0,0,400002,18.9721,72.8246,100
1.22.56.0/21,1267995,1269750,,0,0,208006,26.4631,80.3479,100
1.22.64.0/21,1277333,1269750,,0,0,560067,12.9833,77.5833,500
1.22.72.0/23,1264733,1269750,,0,0,226005,26.8509,80.9160,1
1.22.74.0/23,1277333,1269750,,0,0,560004,12.9833,77.5833,500
1.22.76.0/22,1253405,1269750,,0,0,221001,25.3333,83.0000,1000
1.22.80.0/24,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.22.81.0/25,1253573,1269750,,0,0,390007,22.3000,73.2000,1
1.22.81.128/25,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.22.82.0/23,1253573,1269750,,0,0,390008,22.3000,73.2000,1
1.22.84.0/22,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.22.88.0/22,1261481,1269750,,0,0,110019,28.6014,77.1989,10
1.22.92.0/22,1269439,1269750,,0,0,396421,20.9670,72.8976,1
1.22.96.0/22,1258847,1269750,,0,0,360004,22.3000,70.7833,20
1.22.100.0/23,1275339,1269750,,0,0,400002,18.9721,72.8246,50
1.22.102.0/24,1275339,1269750,,0,0,400010,18.9721,72.8246,1
1.22.103.0/24,1277333,1269750,,0,0,560056,12.9833,77.5833,100
1.22.104.0/24,1275339,1269750,,0,0,400002,18.9721,72.8246,1000
1.22.105.0/24,1254661,1269750,,0,0,400080,19.2000,72.9667,20
1.22.106.0/24,1260730,1269750,,0,0,401405,19.6833,72.7500,100
1.22.107.0/24,1275339,1269750,,0,0,400002,18.9721,72.8246,100
1.22.108.0/23,1275339,1269750,,0,0,400002,18.9721,72.8246,1
1.22.110.0/23,1279233,1269750,,0,0,382330,23.0358,72.6194,1
1.22.112.0/23,1275841,1269750,,0,0,464993,23.2667,77.4000,20
1.22.114.0/23,1268295,1269750,,0,0,421306,19.2500,73.1500,20
1.22.116.0/24,1275339,1269750,,0,0,400002,18.9721,72.8246,20
1.22.117.0/24,8051055,1269750,,0,0,500033,17.4334,78.4111,1000
1.22.118.0/23,1269743,1269750,,0,0,452002,22.7165,75.8307,1
1.22.120.0/22,1267995,1269750,,0,0,208002,26.4631,80.3479,500
1.22.124.0/24,1259229,1269750,,0,0,411033,18.5332,73.8626,500
1.22.125.0/24,1267995,1269750,,0,0,208002,26.4631,80.3479,500
1.22.126.0/23,1267995,1269750,,0,0,208002,26.4631,80.3479,500
1.22.128.0/24,1270642,1269750,,0,0,122001,28.4666,77.0309,1
1.22.129.0/24,1267708,1269750,,0,0,132145,29.6833,76.9833,100
1.22.130.0/23,1270642,1269750,,0,0,122004,28.4666,77.0309,1000
1.22.132.0/22,1267995,1269750,,0,0,208024,26.4631,80.3479,1
1.22.136.0/22,1264733,1269750,,0,0,226016,26.8509,80.9160,1000
1.22.140.0/22,1279233,1269750,,0,0,380002,23.0358,72.6194,20
1.22.144.0/23,1277333,1269750,,0,0,560067,12.9833,77.5833,50
1.22.146.0/24,1277333,1269750,,0,0,560067,12.9833,77.5833,50
1.22.147.0/25,1277333,1269750,,0,0,560067,12.9833,77.5833,50
1.22.147.128/25,1277333,1269750,,0,0,560004,12.9833,77.5833,50
1.22.148.0/22,1277333,1269750,,0,0,560067,12.9833,77.5833,50
1.22.152.0/23,1264527,1269750,,0,0,600002,13.0843,80.2805,1000
1.22.154.0/23,1264733,1269750,,0,0,226003,26.8509,80.9160,1000
1.22.156.0/22,1264527,1269750,,0,0,600002,13.0843,80.2805,1000
1.22.160.0/21,1273294,1269750,,0,0,110007,28.6690,77.2220,20
1.22.168.0/22,1270642,1269750,,0,0,122001,28.4666,77.0309,20
1.22.172.0/23,1264527,1269750,,0,0,600042,13.0843,80.2805,1
1.22.174.0/23,1270642,1269750,,0,0,122004,28.4666,77.0309,1000
1.22.176.0/22,1259229,1269750,,0,0,411033,18.5332,73.8626,500
1.22.180.0/23,1259229,1269750,,0,0,411033,18.5332,73.8626,500
1.22.182.0/24,1262180,1269750,,0,0,440018,21.1500,79.1000,500
1.22.183.0/24,1259229,1269750,,0,0,411033,18.5332,73.8626,500
1.22.184.0/21,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.22.192.0/21,1279259,1269750,,0,0,282001,27.1833,78.0167,1000
1.22.200.0/21,1273294,1269750,,0,0,110007,28.6690,77.2220,200
1.22.208.0/22,1269633,1269750,,0,0,482001,23.1667,79.9500,20
1.22.212.0/24,1271308,1269750,,0,0,201002,28.6667,77.4333,20
1.22.213.0/24,1261481,1269750,,0,0,110043,28.6014,77.1989,20
1.22.214.0/23,1261481,1269750,,0,0,110043,28.6014,77.1989,20
1.22.216.0/23,1273294,1269750,,0,0,110007,28.6690,77.2220,20
1.22.218.0/24,6954929,1269750,,0,0,201311,28.4962,77.5360,20
1.22.219.0/24,1261481,1269750,,0,0,110043,28.6014,77.1989,10
1.22.220.0/24,1273294,1269750,,0,0,110007,28.6690,77.2220,10
1.22.221.0/24,1270642,1269750,,0,0,122004,28.4666,77.0309,10
1.22.222.0/23,1273294,1269750,,0,0,110054,28.6690,77.2220,10
1.22.224.0/22,1275339,1269750,,0,0,400027,18.9721,72.8246,1000
1.22.228.0/23,1275339,1269750,,0,0,400027,18.9721,72.8246,1000
1.22.230.0/24,1277333,1269750,,0,0,560057,12.9833,77.5833,1000
1.22.231.0/24,1259229,1269750,,0,0,411030,18.5332,73.8626,1000
1.22.232.0/21,1269439,1269750,,0,0,396421,20.9670,72.8976,500
1.22.240.0/22,1278994,1269750,,0,0,211002,25.4500,81.8500,1
1.22.244.0/23,6954929,1269750,,0,0,201310,28.4962,77.5360,500
1.22.246.0/23,1261481,1269750,,0,0,110043,28.6014,77.1989,20
1.22.248.0/23,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.22.250.0/23,1263214,1269750,,0,0,250002,28.9833,77.7000,50
1.22.252.0/22,1258980,1269750,,0,0,492008,21.2333,81.6333,1
1.23.0.0/24,1263214,1269750,,0,0,250002,28.9833,77.7000,1000
1.23.1.0/24,1273865,1269750,,0,0,641012,10.9910,76.9667,1000
1.23.2.0/23,1253102,1269750,,0,0,530009,17.7000,83.3000,1000
1.23.4.0/23,1269515,1269750,,0,0,302012,26.9167,75.8167,1000
1.23.6.0/23,1263214,1269750,,0,0,250002,28.9833,77.7000,1000
1.23.8.0/21,1277333,1269750,,0,0,560058,12.9833,77.5833,20
1.23.16.0/21,1264527,1269750,,0,0,600008,13.0843,80.2805,200
1.23.24.0/22,1264527,1269750,,0,0,600001,13.0843,80.2805,1
1.23.28.0/23,1262180,1269750,,0,0,440001,21.1500,79.1000,500
1.23.30.0/24,1258847,1269750,,0,0,360004,22.3000,70.7833,500
1.23.31.0/24,1262180,1269750,,0,0,440001,21.1500,79.1000,500
1.23.32.0/23,1279259,1269750,,0,0,282007,27.1833,78.0167,1000
1.23.34.0/24,1279259,1269750,,0,0,282007,27.1833,78.0167,1000
1.23.35.0/24,1253573,1269750,,0,0,390007,22.3000,73.2000,1000
1.23.36.0/23,10337443,1269750,,0,0,,18.9917,79.7954,1000
1.23.38.0/23,1279259,1269750,,0,0,282007,27.1833,78.0167,1000
1.23.40.0/22,1270642,1269750,,0,0,122004,28.4666,77.0309,20
1.23.44.0/23,1254661,1269750,,0,0,400610,19.2000,72.9667,20
1.23.46.0/24,1275339,1269750,,0,0,400703,19.0368,73.0158,1000
1.23.47.0/24,1259229,1269750,,0,0,411007,18.5332,73.8626,1
1.23.48.0/24,1259229,1269750,,0,0,411007,18.5332,73.8626,500
1.23.49.0/24,7279746,1269750,,0,0,110091,28.5735,77.3208,500
1.23.50.0/23,1259229,1269750,,0,0,411007,18.5332,73.8626,500
1.23.52.0/24,1271951,1269750,,0,0,121003,28.4333,77.3167,20
1.23.53.0/25,1261481,1269750,,0,0,110043,28.6014,77.1989,20
1.23.53.128/25,1271951,1269750,,0,0,121003,28.4333,77.3167,20
1.23.54.0/23,7279746,1269750,,0,0,110091,28.5735,77.3208,20
1.23.56.0/24,6954929,1269750,,0,0,201311,28.4962,77.5360,1000
1.23.57.0/26,1275339,1269750,,0,0,400024,18.9721,72.8246,1000
1.23.57.64/26,1275339,1269750,,0,0,400002,18.9721,72.8246,1000
1.23.57.128/25,1275339,1269750,,0,0,400002,18.9721,72.8246,1000
1.23.58.0/23,1275339,1269750,,0,0,400024,18.9721,72.8246,1000
1.23.60.0/23,1261481,1269750,,0,0,110043,28.6014,77.1989,20
1.23.62.0/23,1277333,1269750,,0,0,560004,12.9833,77.5833,1
1.23.64.0/21,1279259,1269750,,0,0,282007,27.1833,78.0167,1000
1.23.72.0/22,1264527,1269750,,0,0,600042,13.0843,80.2805,1
1.23.76.0/23,1259229,1269750,,0,0,411001,18.5332,73.8626,1
1.23.78.0/25,1275339,1269750,,0,0,400703,19.0368,73.0158,20
1.23.78.128/25,1275339,1269750,,0,0,400002,18.9721,72.8246,20
1.23.79.0/25,1275339,1269750,,0,0,400002,18.9721,72.8246,20
1.23.79.128/25,1254661,1269750,,0,0,400615,19.2000,72.9667,20
1.23.80.0/22,1275339,1269750,,0,0,400012,18.9721,72.8246,50
1.23.84.0/23,1275339,1269750,,0,0,400002,18.9721,72.8246,50
1.23.86.0/23,1279233,1269750,,0,0,382330,23.0358,72.6194,1
1.23.88.0/23,1275339,1269750,,0,0,400002,18.9721,72.8246,20
1.23.90.0/24,1275339,1269750,,0,0,400002,18.9721,72.8246,20
1.23.91.0/24,1275339,1269750,,0,0,400703,19.0368,73.0158,20
1.23.92.0/22,1275339,1269750,,0,0,400002,18.9721,72.8246,20
1.23.96.0/22,1258847,1269750,,0,0,360004,22.3000,70.7833,1000
1.23.100.0/23,1271308,1269750,,0,0,201002,28.6667,77.4333,20
1.23.102.0/23,1273294,1269750,,0,0,110007,28.6690,77.2220,20
1.23.104.0/24,1436716,1269750,,0,0,132037,29.6161,76.9806,100
1.23.105.0/24,1273294,1269750,,0,0,110007,28.6690,77.2220,1000
1.23.106.0/24,1261481,1269750,,0,0,110012,28.6014,77.1989,20
1.23.107.0/24,1270642,1269750,,0,0,122001,28.4666,77.0309,1000
1.23.108.0/22,1273294,1269750,,0,0,110007,28.6690,77.2220,500
1.23.112.0/23,1271951,1269750,,0,0,121003,28.4333,77.3167,100
1.23.114.0/23,6954929,1269750,,0,0,201311,28.4962,77.5360,50
1.23.116.0/22,1261481,1269750,,0,0,110012,28.6014,77.1989,20
1.23.120.0/22,1258342,1269750,,0,0,457001,23.3167,75.0667,1000
1.23.124.0/23,1258847,1269750,,0,0,360004,22.3000,70.7833,1
1.23.126.0/23,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.23.128.0/23,1269515,1269750,,0,0,302001,26.9167,75.8167,500
1.23.130.0/23,1269743,1269750,,0,0,452001,22.7165,75.8307,500
1.23.132.0/22,1269743,1269750,,0,0,452001,22.7165,75.8307,500
1.23.136.0/22,1279233,1269750,,0,0,380002,23.0358,72.6194,20
1.23.140.0/23,1279233,1269750,,0,0,380001,23.0358,72.6194,1
1.23.142.0/25,1253405,1269750,,0,0,221003,25.3333,83.0000,500
1.23.142.128/25,1273294,1269750,,0,0,110007,28.6690,77.2220,500
1.23.143.0/24,1253405,1269750,,0,0,221003,25.3333,83.0000,500
1.23.144.0/23,1277333,1269750,,0,0,560004,12.9833,77.5833,1
1.23.146.0/23,1267995,1269750,,0,0,208002,26.4631,80.3479,100
1.23.148.0/23,1259229,1269750,,0,0,411037,18.5332,73.8626,100
1.23.150.0/24,1259229,1269750,,0,0,411037,18.5332,73.8626,100
1.23.151.0/25,1259229,1269750,,0,0,411037,18.5332,73.8626,100
1.23.151.128/26,1259229,1269750,,0,0,411037,18.5332,73.8626,100
1.23.151.192/26,1259229,1269750,,0,0,411007,18.5332,73.8626,100
1.23.152.0/25,1275004,1269750,,0,0,700006,22.5720,88.3670,5
1.23.152.128/25,1270396,1269750,,0,0,700070,22.5892,88.3103,5
1.23.153.0/24,1275004,1269750,,0,0,700019,22.5720,88.3670,5
1.23.154.0/23,1275004,1269750,,0,0,700059,22.5720,88.3670,5
1.23.156.0/22,1270396,1269750,,0,0,700070,22.5892,88.3103,5
1.23.160.0/24,1275004,1269750,,0,0,700019,22.5720,88.3670,1000
1.23.161.0/25,1275004,1269750,,0,0,700019,22.5720,88.3670,1000
1.23.161.128/26,1275004,1269750,,0,0,700019,22.5720,88.3670,1000
1.23.161.192/26,1275004,1269750,,0,0,700059,22.5720,88.3670,1000
1.23.162.0/24,1259229,1269750,,0,0,411001,18.5332,73.8626,100
1.23.163.0/25,1259229,1269750,,0,0,411001,18.5332,73.8626,100
1.23.163.128/26,1259229,1269750,,0,0,411007,18.5332,73.8626,100
1.23.163.192/26,1259229,1269750,,0,0,411001,18.5332,73.8626,100
1.23.164.0/22,1275841,1269750,,0,0,464993,23.2667,77.4000,500
1.23.168.0/22,1270396,1269750,,0,0,700070,22.5892,88.3103,1000
1.23.172.0/23,1270396,1269750,,0,0,700070,22.5892,88.3103,1000
1.23.174.0/24,1277333,1269750,,0,0,560067,12.9833,77.5833,1000
1.23.175.0/24,1270396,1269750,,0,0,700070,22.5892,88.3103,1000
1.23.176.0/21,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.23.184.0/22,1279259,1269750,,0,0,282010,27.1833,78.0167,200
1.23.188.0/23,1258847,1269750,,0,0,360004,22.3000,70.7833,200
1.23.190.0/24,1279259,1269750,,0,0,282010,27.1833,78.0167,200
1.23.191.0/24,1269633,1269750,,0,0,482002,23.1667,79.9500,200
1.23.192.0/23,1269743,1269750,,0,0,452001,22.7165,75.8307,1
1.23.194.0/23,1259229,1269750,,0,0,411001,18.5332,73.8626,50
1.23.196.0/24,1259229,1269750,,0,0,411001,18.5332,73.8626,10
1.23.197.0/24,1275339,1269750,,0,0,400002,18.9721,72.8246,20
1.23.198.0/23,1279233,1269750,,0,0,380006,23.0358,72.6194,20
1.23.200.0/22,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.23.204.0/23,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.23.206.0/23,1264527,1269750,,0,0,600001,13.0843,80.2805,1
1.23.208.0/22,1259229,1269750,,0,0,411006,18.5332,73.8626,5
1.23.212.0/24,1275339,1269750,,0,0,400012,18.9721,72.8246,20
1.23.213.0/26,1275339,1269750,,0,0,400012,18.9721,72.8246,20
1.23.213.64/27,1275339,1269750,,0,0,400012,18.9721,72.8246,20
1.23.213.96/27,1275339,1269750,,0,0,400002,18.9721,72.8246,20
1.23.213.128/25,1275339,1269750,,0,0,400012,18.9721,72.8246,20
1.23.214.0/23,1275339,1269750,,0,0,400012,18.9721,72.8246,20
1.23.216.0/24,1261481,1269750,,0,0,110043,28.6014,77.1989,20
1.23.217.0/24,1270642,1269750,,0,0,122001,28.4666,77.0309,20
1.23.218.0/23,1261481,1269750,,0,0,110043,28.6014,77.1989,20
1.23.220.0/22,1275841,1269750,,0,0,464993,23.2667,77.4000,10
1.23.224.0/22,1259229,1269750,,0,0,411007,18.5332,73.8626,10
1.23.228.0/23,1264733,1269750,,0,0,226003,26.8509,80.9160,1
1.23.230.0/23,1259229,1269750,,0,0,411030,18.5332,73.8626,100
1.23.232.0/25,1269515,1269750,,0,0,302006,26.9167,75.8167,1000
1.23.232.128/25,1264733,1269750,,0,0,226002,26.8509,80.9160,1000
1.23.233.0/24,1264733,1269750,,0,0,226002,26.8509,80.9160,1000
1.23.234.0/23,1258980,1269750,,0,0,492013,21.2333,81.6333,100
1.23.236.0/22,1259229,1269750,,0,0,411002,18.5332,73.8626,100
1.23.240.0/22,10524202,1269750,,0,0,500030,17.3341,78.3925,500
1.23.244.0/22,1269743,1269750,,0,0,452001,22.7165,75.8307,100
1.23.248.0/22,1275339,1269750,,0,0,400002,18.9721,72.8246,50
1.23.252.0/23,1259229,1269750,,0,0,411001,18.5332,73.8626,100
1.23.254.0/24,1269515,1269750,,0,0,302006,26.9167,75.8167,100
1.23.255.0/26,1253405,1269750,,0,0,221010,25.3333,83.0000,100
1.23.255.64/26,1253405,1269750,,0,0,232101,25.3333,83.0000,100
1.23.255.128/25,1253405,1269750,,0,0,221010,25.3333,83.0000,100
1.24.0.0/16,2035607,1814991,,0,0,,40.6522,109.8222,50
1.25.0.0/19,2035607,1814991,,0,0,,40.6522,109.8222,50
1.25.32.0/20,2035607,1814991,,0,0,,40.6522,109.8222,50
1.25.48.0/21,2038432,1814991,,0,0,,40.6522,109.8222,1
1.25.56.0/21,8347664,1814991,,0,0,,39.6000,109.7833,100
1.25.64.0/20,2038432,1814991,,0,0,,40.6522,109.8222,1
1.25.80.0/20,2035607,1814991,,0,0,,40.6522,109.8222,50
1.25.96.0/19,2036892,1814991,,0,0,,40.8106,111.6522,200
1.25.128.0/17,2035607,1814991,,0,0,,40.6522,109.8222,50
1.26.0.0/17,2038067,1814991,,0,0,,42.2683,118.9636,1
1.26.128.0/17,2036892,1814991,,0,0,,40.8106,111.6522,500
1.27.0.0/18,2036892,1814991,,0,0,,40.8106,111.6522,200
1.27.64.0/18,1816670,1814991,,0,0,,39.9288,116.3889,1
1.27.128.0/17,2035607,1814991,,0,0,,40.6522,109.8222,50
1.28.0.0/17,2035607,1814991,,0,0,,40.6522,109.8222,50
1.28.128.0/18,2035607,1814991,,0,0,,40.6522,109.8222,50
1.28.192.0/19,2038432,1814991,,0,0,,40.6522,109.8222,100
1.28.224.0/19,2035607,1814991,,0,0,,40.6522,109.8222,50
1.29.0.0/17,2038067,1814991,,0,0,,42.2683,118.9636,1
1.29.128.0/17,2035607,1814991,,0,0,,40.6522,109.8222,50
1.30.0.0/21,2036892,1814991,,0,0,,40.8106,111.6522,1
1.30.8.0/21,2035607,1814991,,0,0,,40.6522,109.8222,50
1.30.16.0/20,2035607,1814991,,0,0,,40.6522,109.8222,50
1.30.32.0/19,2035607,1814991,,0,0,,40.6522,109.8222,50
1.30.64.0/18,2035607,1814991,,0,0,,40.6522,109.8222,50
1.30.128.0/19,2035607,1814991,,0,0,,40.6522,109.8222,50
1.30.160.0/20,2035607,1814991,,0,0,,40.6522,109.8222,50
1.30.176.0/21,2035607,1814991,,0,0,,40.6522,109.8222,50
1.30.184.0/22,2035607,1814991,,0,0,,40.6522,109.8222,50
1.30.188.0/22,2036892,1814991,,0,0,,40.8106,111.6522,1
1.30.192.0/18,2035607,1814991,,0,0,,40.6522,109.8222,50
1.31.0.0/19,2035607,1814991,,0,0,,40.6522,109.8222,50
1.31.32.0/20,2035607,1814991,,0,0,,40.6522,109.8222,50
