network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
1.31.48.0/20,2036892,1814991,,0,0,,40.8106,111.6522,200
1.31.64.0/19,1792947,1814991,,0,0,,39.1423,117.1726,500
1.31.96.0/21,1792947,1814991,,0,0,,39.1423,117.1726,500
1.31.104.0/21,2034937,1814991,,0,0,,41.7806,123.4312,500
1.31.112.0/20,1792947,1814991,,0,0,,39.1423,117.1726,500
1.31.128.0/17,2035607,1814991,,0,0,,40.6522,109.8222,50
1.32.0.0/23,1735166,1733045,,0,0,68100,3.2251,101.6803,1
1.32.2.0/23,1735634,1733045,,0,0,93400,1.6167,110.4407,100
1.32.4.0/23,1735158,1733045,,0,0,47300,3.1071,101.6139,10
1.32.6.0/24,10941913,1733045,,0,0,43000,3.0081,101.7719,5
1.32.7.0/24,1735161,1733045,,0,0,57000,3.1013,101.6915,10
1.32.8.0/24,1735158,1733045,,0,0,47301,3.1065,101.6079,10
1.32.9.0/24,1738294,1733045,,0,0,81800,1.6728,103.6325,20
1.32.10.0/23,1735161,1733045,,0,0,55200,3.1390,101.7060,10
1.32.12.0/23,1732811,1733045,,0,0,86000,1.9226,103.4038,50
1.32.14.0/23,1735158,1733045,,0,0,47810,3.1440,101.5875,5
1.32.16.0/22,1735161,1733045,,0,0,55100,3.1366,101.7172,20
1.32.20.0/23,1733432,1733045,,0,0,88300,5.9479,116.0827,10
1.32.22.0/24,1735102,1733045,,0,0,11960,5.2580,100.2923,20
1.32.23.0/24,1734769,1733045,,0,0,42000,3.0186,101.4286,10
1.32.24.0/25,1735161,1733045,,0,0,50460,3.1365,101.6941,20
1.32.24.128/25,10941913,1733045,,0,0,43000,3.0081,101.7719,20
1.32.25.0/24,1735161,1733045,,0,0,50460,3.1365,101.6941,20
1.32.26.0/24,1735158,1733045,,0,0,46200,3.0832,101.6407,5
1.32.27.0/24,1735158,1733045,,0,0,47810,3.1440,101.5875,10
1.32.28.0/24,1736376,1733045,,0,0,16150,6.0602,102.2341,1
1.32.29.0/24,1732742,1733045,,0,0,81000,1.7259,103.5011,1000
1.32.30.0/24,1735161,1733045,,0,0,50490,3.1443,101.6718,10
1.32.31.0/24,1735634,1733045,,0,0,93250,1.5620,110.3152,10
1.32.32.0/23,1777077,1733045,,0,0,43200,3.0643,101.7543,200
1.32.34.0/24,1733045,1733045,,0,0,,2.5000,112.5000,1000
1.32.35.0/24,1735079,1733045,,0,0,14000,5.3344,100.4673,5
1.32.36.0/24,1732903,1733045,,0,0,40400,3.0457,101.5573,1000
1.32.37.0/24,1735077,1733045,,0,0,13600,5.3769,100.3848,10
1.32.38.0/25,1735161,1733045,,0,0,57000,3.1013,101.6915,100
1.32.38.128/25,1734759,1733045,,0,0,75350,2.2218,102.2585,100
1.32.39.0/24,1734759,1733045,,0,0,75350,2.2218,102.2585,100
1.32.40.0/24,1735161,1733045,,0,0,50050,3.1419,101.6934,1000
1.32.41.0/24,1734634,1733045,,0,0,30250,4.5916,101.0967,5
1.32.42.0/24,1735498,1733045,,0,0,08000,5.6639,100.4902,1000
1.32.43.0/25,1736309,1733045,,0,0,06150,6.1893,100.2859,1000
1.32.43.128/25,1735498,1733045,,0,0,08000,5.6639,100.4902,1000
1.32.44.0/25,1735158,1733045,,0,0,47810,3.1440,101.5875,10
1.32.44.128/25,8535552,1733045,,0,0,68000,3.1549,101.7412,10
1.32.45.0/24,1732903,1733045,,0,0,40150,3.1100,101.5538,10
1.32.46.0/24,1734798,1733045,,0,0,43500,2.9982,101.8017,5
1.32.47.0/25,1744246,1733045,,0,0,43300,3.0384,101.7105,50
1.32.47.128/25,6930887,1733045,,0,0,63100,2.9228,101.6572,10
1.32.48.0/24,1734753,1733045,,0,0,75450,2.2872,102.2759,100
1.32.49.0/24,1738294,1733045,,0,0,81800,1.6728,103.6325,200
1.32.50.0/24,1735227,1733045,,0,0,25676,3.8087,103.3267,100
1.32.51.0/24,1734705,1733045,,0,0,21080,5.3405,103.0754,100
1.32.52.0/25,1734098,1733045,,0,0,89008,5.2650,116.3283,100
1.32.52.128/25,1733432,1733045,,0,0,88450,5.9558,116.0368,100
